1 25 1   1.0   1.0 
   0.40000000  -0.93187925 
   0.52916667  -1.09047310 
   0.65833333  -1.14324326 
   0.78750000  -1.15225034 
   0.91666667  -1.14205945 
   1.04583333  -1.12375445 
   1.17500000  -1.10292696 
   1.30416667  -1.08250936 
   1.43333333  -1.06404523 
   1.56250000  -1.04824227 
   1.69166667  -1.03544212 
   1.82083333  -1.02536124 
   1.95000000  -1.01768077 
   2.07916667  -1.01197989 
   2.20833333  -1.00784535 
   2.33750000  -1.00490483 
   2.46666667  -1.00285190 
   2.59583333  -1.00144494 
   2.72500000  -1.00045882 
   2.85416667  -0.99982762 
   2.98333333  -0.99938150 
   3.11250000  -0.99909339 
   3.24166667  -0.99890449 
   3.37083333  -0.99878044 
   3.50000000  -0.99869901 
