1 25 1   1.0   1.0 
   0.40000000  -0.91563853 
   0.52916667  -1.07203919 
   0.65833333  -1.12210243 
   0.78750000  -1.12784104 
   0.91666667  -1.11397315 
   1.04583333  -1.09158037 
   1.17500000  -1.06601462 
   1.30416667  -1.03990824 
   1.43333333  -1.01453751 
   1.56250000  -0.99051627 
   1.69166667  -0.96813400 
   1.82083333  -0.94749835 
   1.95000000  -0.92859945 
   2.07916667  -0.91135682 
   2.20833333  -0.89565776 
   2.33750000  -0.88138161 
   2.46666667  -0.86841091 
   2.59583333  -0.85663514 
   2.72500000  -0.84595143 
   2.85416667  -0.83626471 
   2.98333333  -0.82748770 
   3.11250000  -0.81954075 
   3.24166667  -0.81235122 
   3.37083333  -0.80585267 
   3.50000000  -0.79998388 
