1 25 1   1.0   1.0 
   0.40000000  -0.25546279 
   0.52916667  -0.47130155 
   0.65833333  -0.57428065 
   0.78750000  -0.62708831 
   0.91666667  -0.65530668 
   1.04583333  -0.67058573 
   1.17500000  -0.67853610 
   1.30416667  -0.68191483 
   1.43333333  -0.68215295 
   1.56250000  -0.68012947 
   1.69166667  -0.67649884 
   1.82083333  -0.67176259 
   1.95000000  -0.66627447 
   2.07916667  -0.66027372 
   2.20833333  -0.65393231 
   2.33750000  -0.64738693 
   2.46666667  -0.64075334 
   2.59583333  -0.63413117 
   2.72500000  -0.62760509 
   2.85416667  -0.62124477 
   2.98333333  -0.61510461 
   3.11250000  -0.60922405 
   3.24166667  -0.60362840 
   3.37083333  -0.59833041 
   3.50000000  -0.59333230 
