   0.10000000   2.71588746 
   0.25263158  -0.32375590 
   0.40526316  -0.91475216 
   0.55789474  -1.08335327 
   0.71052632  -1.11750291 
   0.86315789  -1.09991415 
   1.01578947  -1.06163131 
   1.16842105  -1.01514648 
   1.32105263  -0.96639556 
   1.47368421  -0.91880074 
   1.62631579  -0.87434562 
   1.77894737  -0.83405146 
   1.93157895  -0.79831879 
   2.08421053  -0.76714995 
   2.23684211  -0.74029421 
   2.38947368  -0.71735863 
   2.54210526  -0.69789518 
   2.69473684  -0.68145867 
   2.84736842  -0.66763494 
   3.00000000  -0.65604825 
